,bank_name,url,swift_code
4453,SUMITOMO MITSUI TRUST BANK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sumitomo_mitsui_trust_bank_limited.html,STBCGB2L
4454,SUN ALLIANCE INVESTMENT MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/sun_alliance_investment_management.html,SUAVGB21
4455,SUN GLOBAL INVESTMENTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sun_global_investments_limited.html,SUCRGB21
4456,SUN HUNG KAI SECURITIES (U.K.) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sun_hung_kai_securities_u_k_limited.html,SHKLGB21
4457,SUN LIFE INVESTMENT MANAGEMENT SERVICES,http://www.swiftcodelist.com/bank/united-kingdom/sun_life_investment_management_services.html,SLIMGB21
4458,SUN LIFE OF CANADA UNIT MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/sun_life_of_canada_unit_managers_ltd.html,SLCUGB21
4459,SUN TRADING INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sun_trading_international_limited.html,EOTRGB21
4460,SUNDT AND COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sundt_and_company_limited.html,SUCMGB21
4461,SUNGARD GLOBAL EXECUTION SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sungard_global_execution_services_limited.html,SGESGB2L
4462,SUNGARD GLOBAL EXECUTION SERVICES LIMITED (SGES TRADING),http://www.swiftcodelist.com/bank/united-kingdom/sungard_global_execution_services_limited_sges_trading.html,SGESGB31
4463,SUNKYONG SECURITIES EUROPE LTD,http://www.swiftcodelist.com/bank/united-kingdom/sunkyong_securities_europe_ltd.html,SUSUGB21
4464,SUNRISE BROKER LLP,http://www.swiftcodelist.com/bank/united-kingdom/sunrise_broker_llp.html,SUBLGB21
4465,SUSAN LLOYD AND ASSOCIATES,http://www.swiftcodelist.com/bank/united-kingdom/susan_lloyd_and_associates.html,SULAGB21
4466,SUSSEX FUTURES LTD,http://www.swiftcodelist.com/bank/united-kingdom/sussex_futures_ltd.html,SUFUGB21
4467,SUSSEX PLACE VENTURES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sussex_place_ventures_limited.html,SPIAGB21
4468,SUTHERLANDS LTD,http://www.swiftcodelist.com/bank/united-kingdom/sutherlands_ltd.html,SUTEGB21
4469,SVA LTD,http://www.swiftcodelist.com/bank/united-kingdom/sva_ltd.html,SVASGB21
4470,SVENSKA HANDELSBANKEN LONDON BRANCH,http://www.swiftcodelist.com/bank/united-kingdom/svenska_handelsbanken_london_branch.html,HANDGB22SWP
4471,SVG INVESTMENT MANAGERS,http://www.swiftcodelist.com/bank/united-kingdom/svg_investment_managers.html,SVIMGB21
4472,SVM ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/svm_asset_management_limited.html,SVAMGB21
4473,SVS SECURITIES PLC,http://www.swiftcodelist.com/bank/united-kingdom/svs_securities_plc.html,SVSCGB21ONL
4474,SW (NO. 6) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sw_no_6_limited.html,AUTGGB21
4475,SWANSEA BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/swansea_building_society.html,SBSCGB21
4476,SWARDGREEN LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/swardgreen_limited.html,TTFTGB21
4477,SWEDBANK AB,http://www.swiftcodelist.com/bank/united-kingdom/swedbank_ab.html,FORGGB21
4478,SWIP FUND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/swip_fund_management_limited.html,SWFNGB21
4479,SWISS FINANCE CORPORATION LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/swiss_finance_corporation_limited.html,SWFCGB21
4480,SWISS FINANCIAL SERVICES (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/swiss_financial_services_uk_ltd.html,SWFEGB21
4481,SWISS INVESTMENT CORPORATION LTD,http://www.swiftcodelist.com/bank/united-kingdom/swiss_investment_corporation_ltd.html,SWICGB21
4482,SWISS RE CAPITAL MARKETS LTD,http://www.swiftcodelist.com/bank/united-kingdom/swiss_re_capital_markets_ltd.html,SWCMGB2L
4483,SWISS REINSURANCE COMPANY UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/swiss_reinsurance_company_uk_limited.html,SWREGB21
4484,SWISSCANTO FUNDS CENTRE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/swisscanto_funds_centre_limited.html,SWISGB2L
4485,SWITHEN LTD,http://www.swiftcodelist.com/bank/united-kingdom/swithen_ltd.html,SWITGB21
4486,SWORDFISH CAPITAL MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/swordfish_capital_management_llp.html,SCGLGB21
4487,SYDMOR FINANCE (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/sydmor_finance_uk_limited.html,SYFIGB21
4488,SYNDICATE ADMINISTRATION LTD,http://www.swiftcodelist.com/bank/united-kingdom/syndicate_administration_ltd.html,SYADGB21
4489,SYNDICATE BANK,http://www.swiftcodelist.com/bank/united-kingdom/syndicate_bank.html,SYNDGB2L
4490,SYNERGY FINANCIAL SYSTEMS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/synergy_financial_systems_limited.html,SYNFGBN1
4491,T B WILLIAMSON LTD,http://www.swiftcodelist.com/bank/united-kingdom/t_b_williamson_ltd.html,WILAGB21
4492,T BAILEY ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/t_bailey_asset_management_ltd.html,BAANGB21
4493,T BAILEY FUND MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/t_bailey_fund_managers_ltd.html,BAUAGB21
4494,T U FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/t_u_fund_managers_limited.html,TUFUGB21
4495,T.C. ZIRAAT BANKASI,http://www.swiftcodelist.com/bank/united-kingdom/t_c_ziraat_bankasi.html,TCZBGB2L
4496,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
4497,Precede,http://www.swiftcodelist.com/banks/united-kingdom-36.html,SINGER AND FRIEDLANDER CAPITAL MANAGEMENT LIMITED
4498,,http://www.swiftcodelist.com/banks/united-kingdom-33.html,
4499,,http://www.swiftcodelist.com/banks/united-kingdom-34.html,
4500,,http://www.swiftcodelist.com/banks/united-kingdom-35.html,
4501,,http://www.swiftcodelist.com/banks/united-kingdom-36.html,
4502,,http://www.swiftcodelist.com/banks/united-kingdom-38.html,
4503,,http://www.swiftcodelist.com/banks/united-kingdom-39.html,
4504,,http://www.swiftcodelist.com/banks/united-kingdom-40.html,
4505,,http://www.swiftcodelist.com/banks/united-kingdom-41.html,
4506,,http://www.swiftcodelist.com/banks/united-kingdom-42.html,
4507,Next,http://www.swiftcodelist.com/banks/united-kingdom-38.html,T.ROWE PRICE GLOBAL INVESTMENT SERVICES LIMITED
4508,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
4509,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
4510,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
4511,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
4512,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
4513,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
4514,,http://www.swiftcodelist.com/country/united-kingdom.html,
4515,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
4516,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
4517,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
4518,T.ROWE PRICE GLOBAL ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/t_rowe_price_global_asset_management_limited.html,RFAMGB21
4519,T.ROWE PRICE GLOBAL INVESTMENT SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/t_rowe_price_global_investment_services_limited.html,RPGIGB21
4520,TACONIC CAPITAL ADVISORS UK LLP,http://www.swiftcodelist.com/bank/united-kingdom/taconic_capital_advisors_uk_llp.html,TCALGB21
4521,TACTICAL GLOBAL MANAGEMENT (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tactical_global_management_uk_limited.html,TAGMGB21
4522,TAI FOOK SECURITIES (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tai_fook_securities_uk_limited.html,TAOSGB21
4523,TAIB SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/taib_securities_limited.html,TASCGB21
4524,TAKUGIN FINANCE INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/takugin_finance_international_ltd.html,TAFNGB21
4525,TALHEIYO EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/talheiyo_europe_limited.html,TAEUGB21
4526,TALISMAN TRADING LTD,http://www.swiftcodelist.com/bank/united-kingdom/talisman_trading_ltd.html,TATDGB21
4527,TALORCAN PLC,http://www.swiftcodelist.com/bank/united-kingdom/talorcan_plc.html,TALOGB21
4528,TALOS SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/talos_securities_limited.html,TAEEGB21
4529,TALOS UK,http://www.swiftcodelist.com/bank/united-kingdom/talos_uk.html,TASOGB21
4530,TANGIBLE SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tangible_securities_limited.html,TASUGB21
4531,TARCHON CAPITAL SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tarchon_capital_services_limited.html,ESCMGB21
4532,TARDIVAT FUTURES LTD0,http://www.swiftcodelist.com/bank/united-kingdom/tardivat_futures_ltd0.html,TAFTGB21
4533,TARGET CAPITAL MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/target_capital_management_ltd.html,TACMGB21
4534,TASS INVESTMENT RESEARCH LTD,http://www.swiftcodelist.com/bank/united-kingdom/tass_investment_research_ltd.html,TAIAGB21
4535,TASS MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/tass_management_ltd.html,TAMNGB21
4536,TATE AND LYLE INTERNATIONAL FINANCE PLC,http://www.swiftcodelist.com/bank/united-kingdom/tate_and_lyle_international_finance_plc.html,TLIFGB21
4537,TAUBE HODSON STONEX PARTNERS (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/taube_hodson_stonex_partners_uk_limited.html,JRIMGB21
4538,TAUBE HODSON STONEX PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/taube_hodson_stonex_partners_llp.html,THSPGB2L
4539,TAUBE HODSON STONEX PARTNERS UNIT TRUST MANAGEMENTCOMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/taube_hodson_stonex_partners_unit_trust_managementcompany_limited.html,THSAGB21
4540,TAURUS INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/taurus_investment_management_ltd.html,TAIGGB21
4541,TAVIRA SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tavira_securities_limited.html,TAVSGB21
4542,TAYLOR YOUNG INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/taylor_young_investment_management_ltd.html,TYIMGB21
4543,TD ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/td_asset_management_ltd.html,ACADGB21
4544,TD BANK EUROPE,http://www.swiftcodelist.com/bank/united-kingdom/td_bank_europe.html,EUOPGB21
4545,TD SECURITIES LTD,http://www.swiftcodelist.com/bank/united-kingdom/td_securities_ltd.html,SEEIGB21
4546,TD WATERHOUSE BANK NV,http://www.swiftcodelist.com/bank/united-kingdom/td_waterhouse_bank_nv.html,WATHGB21
4547,TD WATERHOUSE INVESTOR SERVICES (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/td_waterhouse_investor_services_uk_limited.html,WISDGB21
4548,TDWCS LLP,http://www.swiftcodelist.com/bank/united-kingdom/tdwcs_llp.html,DRWRGB21
4549,TEACHERS BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/teachers_building_society.html,TEACGB21
4550,TEACHERS INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/teachers_investment_management_limited.html,TEIMGB21
4551,TEATHERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/teathers_limited.html,TGREGB21LMM
4552,TECH FUND LTD,http://www.swiftcodelist.com/bank/united-kingdom/tech_fund_ltd.html,TECUGB21
4553,TECHNICAL MARKET ANALYSIS LTD,http://www.swiftcodelist.com/bank/united-kingdom/technical_market_analysis_ltd.html,TEMAGB21
4554,TECHNOMARK CONSULTING SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/technomark_consulting_services_limited.html,TECSGB21
4555,TELEGRAPH ROAD LTD,http://www.swiftcodelist.com/bank/united-kingdom/telegraph_road_ltd.html,TEROGB21
4556,TELLURIAN COMMODITIES FUND,http://www.swiftcodelist.com/bank/united-kingdom/tellurian_commodities_fund.html,TEOFGB21
4557,TEMPLE LOCK INVESTMENTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/temple_lock_investments_limited.html,TELNGB21
4558,TEMPLEMAN SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/templeman_securities_limited.html,TESDGB21
4559,TERIUM LLP,http://www.swiftcodelist.com/bank/united-kingdom/terium_llp.html,TERLGB21
4560,TESCO PENSION INVESTMENT,http://www.swiftcodelist.com/bank/united-kingdom/tesco_pension_investment.html,TEPIGB21
4561,TESCO PERSONAL FINANCE INVESTMENTS LTD,http://www.swiftcodelist.com/bank/united-kingdom/tesco_personal_finance_investments_ltd.html,TPFIGB21
4562,TESCO PERSONAL FINANCE PLC,http://www.swiftcodelist.com/bank/united-kingdom/tesco_personal_finance_plc.html,TPFGGB2E
4563,TESCO PLC,http://www.swiftcodelist.com/bank/united-kingdom/tesco_plc.html,TSCOGB2L
4564,TETHYS ADVISORS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tethys_advisors_limited.html,EFGEGB21
4565,TEXAS PACIFIC GROUP (EUROPE) LTD,http://www.swiftcodelist.com/bank/united-kingdom/texas_pacific_group_europe_ltd.html,TPGEGB21
4566,TFS DERIVATIVES LTD,http://www.swiftcodelist.com/bank/united-kingdom/tfs_derivatives_ltd.html,TFDEGB2L
4567,TFS ICAP LTD,http://www.swiftcodelist.com/bank/united-kingdom/tfs_icap_ltd.html,TFICGB21
4568,TG TEATHER GREENWOOD,http://www.swiftcodelist.com/bank/united-kingdom/tg_teather_greenwood.html,TEAGGB21
4569,TGC VENTURES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/tgc_ventures_limited.html,FABVGB21
4570,THALES TRADING UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thales_trading_uk_limited.html,THATGB21
4571,THAMES BROKING SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thames_broking_services_limited.html,THBSGB21
4572,THAMES RIVER CAPITAL (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thames_river_capital_uk_limited.html,THRCGB21
4573,THAMES RIVER CAPITAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/thames_river_capital_llp.html,TRTLGB21
4574,THAMES RIVER MULTI CAPTIAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/thames_river_multi_captial_llp.html,TRMPGB21
4575,THAYER BROOK PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/thayer_brook_partners_llp.html,TBPLGB21
4576,THE 140 INVESTMENT MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_140_investment_managers_ltd.html,IMGTGB21
4577,THE 140 UNIT TRUST MANAGERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_140_unit_trust_managers_ltd.html,UTMLGB21
4578,THE ACCESS BANK UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_access_bank_uk_limited.html,ABNGGB2L
4579,THE BANK OF NEW YORK CAPITAL MARKETS LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_bank_of_new_york_capital_markets_ltd.html,RNYSGB21
4580,THE BANK OF NEW YORK MELLON,http://www.swiftcodelist.com/bank/united-kingdom/the_bank_of_new_york_mellon.html,IRVTGB2XAMS
4581,THE BANK OF NEW YORK MELLON (INTERNATIONAL) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_bank_of_new_york_mellon_international_limited.html,NEYEGB21
4582,THE BANK OF NEW YORK MELLON (INTERNATIONAL) LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_bank_of_new_york_mellon_international_ltd.html,SGWLGB22
4583,THE BANK OF NEW YORK TRUST AND DEPOSITARY COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_bank_of_new_york_trust_and_depositary_company_limited.html,NYTDGB21
4584,THE BRITISH LAND COMPANY PLC,http://www.swiftcodelist.com/bank/united-kingdom/the_british_land_company_plc.html,BLNDGB2L
4585,THE BUSINESS EXCHANGE LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_business_exchange_ltd.html,BUEXGB21
4586,THE CADMUS ORGANISATION LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_cadmus_organisation_limited.html,CAORGB21
4587,THE CAMBRIDGE STRATEGY,http://www.swiftcodelist.com/bank/united-kingdom/the_cambridge_strategy.html,CAYRGB21
4588,THE CAPITA GROUP PLC,http://www.swiftcodelist.com/bank/united-kingdom/the_capita_group_plc.html,CAPTGB2LCUS
4589,THE CAPITAL PARTNERSHIP (U.K.) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_capital_partnership_u_k_limited.html,CAPHGB21
4590,THE CHIBA BANK LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_chiba_bank_ltd.html,CHBAGB2L
4591,THE CHILDRENS INVESTMENT FUND MANAGEMENT (UK) LLP,http://www.swiftcodelist.com/bank/united-kingdom/the_childrens_investment_fund_management_uk_llp.html,CIDMGB21
4592,THE CHORLEY AND DISTRICT BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/the_chorley_and_district_building_society.html,CHORGB21
4593,THE CURRENCY CLOUD LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_currency_cloud_limited.html,TCCLGB22
4594,THE ECU GROUP PLC,http://www.swiftcodelist.com/bank/united-kingdom/the_ecu_group_plc.html,EGPCGB21
4595,THE EXETER PRACTICE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_exeter_practice_limited.html,EXEPGB21
4596,THE HELIOS GROUP LONDON,http://www.swiftcodelist.com/bank/united-kingdom/the_helios_group_london.html,HEGRGB21
4597,THE KESSLER COMPANIES INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_kessler_companies_international_ltd.html,KECIGB21
4598,THE KYTE GROUP LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_kyte_group_limited.html,KYGRGB21
4599,THE LINK ASSET AND SECURITIES CO LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_link_asset_and_securities_co_ltd.html,LASOGB21
4600,THE LONDON CLEARING HOUSE LIMITED ALDGATE HOUSE 3RD FLOOR,http://www.swiftcodelist.com/bank/united-kingdom/the_london_clearing_house_limited_aldgate_house_3rd_floor.html,LCHLGB2XDMP
4601,THE LONDON METAL EXCHANGE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_london_metal_exchange_limited.html,XLMEGB21
4602,THE MANIFEST VOTING AGENCY LTD,http://www.swiftcodelist.com/bank/united-kingdom/the_manifest_voting_agency_ltd.html,MVALGB21
4603,THE MANSFIELD BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/the_mansfield_building_society.html,MABSGB21
4604,THE MORTGAGE WORKS (UK) PLC,http://www.swiftcodelist.com/bank/united-kingdom/the_mortgage_works_uk_plc.html,CONFGB31
4605,THE NEWTON FOLLIS PARTNERSHIP LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_newton_follis_partnership_limited.html,NEFPGB21
4606,THE NORINCHUKIN BANK LONDON BRANCH,http://www.swiftcodelist.com/bank/united-kingdom/the_norinchukin_bank_london_branch.html,NOCUGB2L
4607,THE ROYAL BANK OF SCOTLAND N.V. (LONDON),http://www.swiftcodelist.com/bank/united-kingdom/the_royal_bank_of_scotland_n_v_london.html,ABNAGB2PSET
4608,THE ROYAL BANK OF SCOTLAND N.V. (UK EQUITIES),http://www.swiftcodelist.com/bank/united-kingdom/the_royal_bank_of_scotland_n_v_uk_equities.html,ABNAGB22SIS
4609,THE ROYAL BANK OF SCOTLAND N.V. LONDON,http://www.swiftcodelist.com/bank/united-kingdom/the_royal_bank_of_scotland_n_v_london.html,ABNAGB2PSET
4610,THE ROYAL BANK OF SCOTLAND PLC LONDON (FORMERLY KNOWN AS RBS NV),http://www.swiftcodelist.com/bank/united-kingdom/the_royal_bank_of_scotland_plc_london_formerly_known_as_rbs_nv.html,ABNAGB2LBST
4611,THE SAVINGS BANK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_savings_bank_limited.html,THSBGB21
4612,THE SEAPORT GROUP EUROPE LLP,http://www.swiftcodelist.com/bank/united-kingdom/the_seaport_group_europe_llp.html,SGELGB21
4613,THE SHARE REPUBLIC.COM LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_share_republic_com_limited.html,SHRPGB21
4614,THE SOCIETY INCORPORATED BY LLOYDS ACT 1871 BY THE NAME OF LLOYDS,http://www.swiftcodelist.com/bank/united-kingdom/the_society_incorporated_by_lloyds_act_1871_by_the_name_of_lloyds.html,SILAGB2LMSU
4615,THE ST JAMES PARTNERSHIP,http://www.swiftcodelist.com/bank/united-kingdom/the_st_james_partnership.html,JAPAGB21
4616,THE SUNRISE ASSET COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_sunrise_asset_company_limited.html,SUACGB21
4617,THE TRANSPORTATION GROUP (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_transportation_group_uk_limited.html,TRGOGB21
4618,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
4619,Precede,http://www.swiftcodelist.com/banks/united-kingdom-37.html,STANDARD AND POORS CREDIT MARKET SERVICES EUROPE LIMITED
4620,,http://www.swiftcodelist.com/banks/united-kingdom-33.html,
4621,,http://www.swiftcodelist.com/banks/united-kingdom-34.html,
4622,,http://www.swiftcodelist.com/banks/united-kingdom-35.html,
4623,,http://www.swiftcodelist.com/banks/united-kingdom-36.html,
4624,,http://www.swiftcodelist.com/banks/united-kingdom-37.html,
4625,,http://www.swiftcodelist.com/banks/united-kingdom-39.html,
4626,,http://www.swiftcodelist.com/banks/united-kingdom-40.html,
4627,,http://www.swiftcodelist.com/banks/united-kingdom-41.html,
4628,,http://www.swiftcodelist.com/banks/united-kingdom-42.html,
4629,Next,http://www.swiftcodelist.com/banks/united-kingdom-39.html,THE UNIVERSITY OF MANCHESTER VENTURE FUND MANAGEMENT LIMITED
4630,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
4631,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
4632,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
4633,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
4634,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
4635,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
4636,,http://www.swiftcodelist.com/country/united-kingdom.html,
4637,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
4638,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
4639,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
4640,THE TRINITY COLUMN PARTNERS LLP,http://www.swiftcodelist.com/bank/united-kingdom/the_trinity_column_partners_llp.html,TCPLGB21
4641,THE UNIVERSITY OF MANCHESTER VENTURE FUND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/the_university_of_manchester_venture_fund_management_limited.html,UVFMGB21
4642,THE WEIR GROUP PLC,http://www.swiftcodelist.com/bank/united-kingdom/the_weir_group_plc.html,WEIRGB3L
4643,THEISEN SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/theisen_securities_limited.html,THSEGB21
4644,THEMIS INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/themis_investment_management_limited.html,THIMGB21
4645,THEPEOPLESDATA.COM LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thepeoplesdata_com_limited.html,THEPGB21
4646,THESIS ASSET MANAGEMENT PLC,http://www.swiftcodelist.com/bank/united-kingdom/thesis_asset_management_plc.html,THAMGB21
4647,THESIS CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thesis_corporate_finance_limited.html,THCFGB21
4648,THESIS UNIT TRUST MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thesis_unit_trust_management_limited.html,TUTGGB21
4649,THINK TRADE EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/think_trade_europe_limited.html,THTEGB21
4650,THINKFOLIO,http://www.swiftcodelist.com/bank/united-kingdom/thinkfolio.html,THNFGB21
4651,THOMAS GRANT AND COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thomas_grant_and_company_limited.html,THOGGB21
4652,THOMAS MILLER INVESTMENT LTD.,http://www.swiftcodelist.com/bank/united-kingdom/thomas_miller_investment_ltd.html,THMIGB21
4653,THOMAS PIERPONT GROSE,http://www.swiftcodelist.com/bank/united-kingdom/thomas_pierpont_grose.html,THPGGB21
4654,THOMAS R. VAN OSS,http://www.swiftcodelist.com/bank/united-kingdom/thomas_r_van_oss.html,THSSGB21
4655,THOMAS WEISEL PARTNERS INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thomas_weisel_partners_international_limited.html,TWPIGB21
4656,THOMPSON CLIVE AND PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thompson_clive_and_partners_limited.html,THCAGB21
4657,THOMSON FINANCIAL INVESTOR LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thomson_financial_investor_limited.html,IBESGB21
4658,THOMSON FINANCIAL SERVICES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/thomson_financial_services_ltd.html,THFSGB21
4659,THOMSON REUTERS,http://www.swiftcodelist.com/bank/united-kingdom/thomson_reuters.html,REUTGB21
4660,THORNHILL INVESTMENT MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thornhill_investment_management_limited.html,THIAGB21
4661,THORNHILL UNIT TRUST MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/thornhill_unit_trust_managers_limited.html,TUTMGB21
4662,THREADNEEDLE ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/threadneedle_asset_management_limited.html,THAGGB21
4663,THREADNEEDLE INTERNATIONAL FUND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/threadneedle_international_fund_management_limited.html,SSCLGB21
4664,THREADNEEDLE INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/threadneedle_international_limited.html,THITGB21
4665,THREADNEEDLE INVESTMENT MANAGERS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/threadneedle_investment_managers_ltd.html,TIMLGB21
4666,THREADNEEDLE INVESTMENT SERVICES LTD,http://www.swiftcodelist.com/bank/united-kingdom/threadneedle_investment_services_ltd.html,THIVGB21
